map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[16:07:02.707] WARN  [n10_Cassia] [0x21] move REJECTED seq=35; server says (1432,1666,10) facing=1
[16:07:03.454] WARN  [n10_Cassia] [0x21] move REJECTED seq=0; server says (1432,1666,10) facing=1
[16:07:55.946] WARN  [n10_Cassia] [0x21] move REJECTED seq=74; server says (1523,1560,22) facing=1
[16:07:56.696] WARN  [n10_Cassia] [0x21] move REJECTED seq=0; server says (1523,1560,22) facing=1
[16:08:07.629] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:08:11.997] WARN  [n10_Cassia] [bot] no path to (1514,1541) avoiding 0 block(s); stopping (search 1727179.3us)
[16:08:11.997] WARN  [n10_Cassia] [bot] start (1513,1547,25) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 906 item(s), 1 mobile(s))
[16:08:25.571] WARN  [n10_Cassia] [ACTION_RESULT] npc_train invalid_state (15ms) You already know as much as I can teach of Veterinary
[16:08:34.466] WARN  [n10_Cassia] [0x21] move REJECTED seq=17; server says (1516,1552,25) facing=5
[16:08:34.466] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:08:40.351] WARN  [n10_Cassia] [0x21] move REJECTED seq=19; server says (1505,1559,25) facing=5
[16:08:41.090] WARN  [n10_Cassia] [0x21] move REJECTED seq=0; server says (1505,1559,25) facing=5
[16:09:13.306] WARN  [n10_Cassia] [0x21] move REJECTED seq=14; server says (1450,1600,20) facing=5
[16:09:13.306] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:09:45.957] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:09:48.462] WARN  [n10_Cassia] [ACTION_RESULT] npc_train invalid_state (0ms) You already know as much as I can teach of Veterinary
[16:11:17.805] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:11:22.622] WARN  [n10_Cassia] [bot] no path to (1301,1763) avoiding 0 block(s); stopping (search 2207571.5us)
[16:11:22.622] WARN  [n10_Cassia] [bot] start (1301,1760,10) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1615 item(s), 3 mobile(s))
[16:11:26.294] WARN  [n10_Cassia] [ACTION_RESULT] npc_train invalid_state (0ms) You already know as much as I can teach of Veterinary
[16:12:51.207] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:13:02.737] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (0ms) You can't reach the Vendor
[16:13:11.796] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (17ms) You can't reach the Vendor
[16:13:20.828] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (0ms) You can't reach the Vendor
[16:13:29.887] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (0ms) You can't reach the Vendor
[16:13:38.940] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (16ms) You can't reach the Vendor
[16:13:47.967] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (16ms) You can't reach the Vendor
[16:13:56.995] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (0ms) You can't reach the Vendor
[16:14:06.026] WARN  [n10_Cassia] [ACTION_RESULT] vendor_buy rejected (0ms) You can't reach the Vendor
[16:14:26.659] WARN  [n10_Cassia] [0x21] move REJECTED seq=8; server says (1460,1611,20) facing=1
[16:14:26.659] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:15:17.684] WARN  [n10_Cassia] [bot] no path to (1470,1578) avoiding 0 block(s); stopping (search 2604931.7us)
[16:15:17.684] WARN  [n10_Cassia] [bot] start (1481,1584,20) exits: open=6 terrain=2 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:29.808] WARN  [n10_Cassia] [bot] 0x20 resync; aborting path
[16:15:32.953] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 25.6us)
[16:15:32.953] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:34.306] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 10.4us)
[16:15:34.307] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:35.666] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 7.4us)
[16:15:35.666] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 5 mobile(s))
[16:15:38.536] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 5.4us)
[16:15:38.536] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:39.860] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 16.3us)
[16:15:39.860] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 5 mobile(s))
[16:15:41.194] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 10.4us)
[16:15:41.194] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:45.577] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 10.3us)
[16:15:45.577] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:46.926] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 11.8us)
[16:15:46.926] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:48.298] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 9.8us)
[16:15:48.298] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:54.167] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 12.0us)
[16:15:54.167] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:55.514] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 9.0us)
[16:15:55.514] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:56.791] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 7.2us)
[16:15:56.791] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:15:56.851] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1464,1576,29) to get somewhere routable (escape 1/3)
[16:15:56.912] WARN  [n10_Cassia] [bot] no path to (1464,1576) avoiding 0 block(s); stopping (search 5.3us)
[16:15:56.912] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:15:56.975] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1466,1560,30) to get somewhere routable (escape 2/3)
[16:15:57.036] WARN  [n10_Cassia] [bot] no path to (1466,1560) avoiding 0 block(s); stopping (search 7.2us)
[16:15:57.036] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:15:57.097] WARN  [n10_Cassia] [travel] route exhausted at (1473,1574,27); trying to reach (1480,1558,30) to get somewhere routable (escape 3/3)
[16:15:57.158] WARN  [n10_Cassia] [bot] no path to (1480,1558) avoiding 0 block(s); stopping (search 6.7us)
[16:15:57.158] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:05.933] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 21.6us)
[16:16:05.933] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:07.283] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 7.9us)
[16:16:07.283] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:08.620] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 7.4us)
[16:16:08.620] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:11.489] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 6.6us)
[16:16:11.489] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 4 mobile(s))
[16:16:12.869] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 8.6us)
[16:16:12.869] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:14.212] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 8.1us)
[16:16:14.212] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 3 mobile(s))
[16:16:18.604] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 13.9us)
[16:16:18.604] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 5 mobile(s))
[16:16:19.925] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 6.6us)
[16:16:19.925] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:21.200] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 12.0us)
[16:16:21.201] WARN  [n10_Cassia] [bot] start (1473,1574,27) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1637 item(s), 6 mobile(s))
[16:16:26.995] WARN  [n10_Cassia] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 8.7us)
