map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[15:53:40.548] WARN  [n10_Corran] [0x21] move REJECTED seq=40; server says (2800,952,0) facing=3
[15:53:41.305] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2800,952,0) facing=3
[15:53:56.003] WARN  [n10_Corran] [0x21] move REJECTED seq=60; server says (2827,927,0) facing=1
[15:53:56.764] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2827,927,0) facing=1
[15:54:39.586] WARN  [n10_Corran] [0x21] move REJECTED seq=60; server says (2857,816,0) facing=2
[15:54:39.587] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 31.2us)
[15:54:39.587] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:39.587] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:40.139] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:40.140] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 57.7us)
[15:54:40.140] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:40.140] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:40.710] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:40.711] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 40.2us)
[15:54:40.711] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:40.711] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:41.258] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:41.259] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 56.3us)
[15:54:41.259] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:41.259] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:41.777] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:41.778] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 28.4us)
[15:54:41.778] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:41.778] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:42.325] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:42.326] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 37.7us)
[15:54:42.326] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:42.326] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:42.842] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:42.843] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 69.1us)
[15:54:42.843] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:42.843] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:43.409] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:43.410] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 81.4us)
[15:54:43.410] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:43.410] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:43.964] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[15:54:43.964] WARN  [n10_Corran] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 32.0us)
[15:54:43.964] WARN  [n10_Corran] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 384 item(s), 13 mobile(s))
[15:54:43.964] WARN  [n10_Corran] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[15:54:44.515] WARN  [n10_Corran] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
