map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[12:38:41.141] WARN  [f6_Tarath] [0x21] move REJECTED seq=10; server says (2676,2208,0) facing=5
[12:38:41.893] WARN  [f6_Tarath] [0x21] move REJECTED seq=0; server says (2676,2208,0) facing=5
[12:39:45.740] WARN  [f6_Tarath] [0x21] move REJECTED seq=38; server says (2643,2156,21) facing=3
[12:42:45.158] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:42:46.443] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:42:47.798] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:42:50.637] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:42:51.920] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:42:53.262] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:42:57.622] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:42:59.005] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:00.354] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:06.288] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:07.650] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:08.998] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:09.058] WARN  [f6_Tarath] [travel] route exhausted at (1416,1624,22); trying to reach (1416,1640,20) to get somewhere routable (escape 1/3)
[12:43:15.217] WARN  [f6_Tarath] [travel] route exhausted at (1416,1640,20); trying to reach (1400,1624,28) to get somewhere routable (escape 2/3)
[12:43:25.721] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:27.063] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:28.406] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:31.264] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:32.608] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:33.959] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:38.323] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:39.668] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:41.006] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:46.900] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:48.251] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:49.585] WARN  [f6_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[12:43:49.646] WARN  [f6_Tarath] [travel] route exhausted at (1400,1624,28); trying to reach (1384,1608,30) to get somewhere routable (escape 3/3)
[12:49:55.220] WARN  [f6_Tarath] [0x21] move REJECTED seq=6; server says (1388,1726,0) facing=3
[12:49:55.970] WARN  [f6_Tarath] [0x21] move REJECTED seq=0; server says (1388,1726,0) facing=3
[12:50:47.096] WARN  [f6_Tarath] [bot] no path to (1416,1640) avoiding 0 block(s); stopping (search 1026.6us)
[12:50:47.096] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:50:48.446] WARN  [f6_Tarath] [bot] no path to (1416,1640) avoiding 0 block(s); stopping (search 1156.6us)
[12:50:48.446] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:50:49.793] WARN  [f6_Tarath] [bot] no path to (1416,1640) avoiding 0 block(s); stopping (search 1119.5us)
[12:50:49.793] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:50:52.685] WARN  [f6_Tarath] [bot] no path to (1448,1656) avoiding 0 block(s); stopping (search 593.2us)
[12:50:52.685] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:50:54.022] WARN  [f6_Tarath] [bot] no path to (1448,1656) avoiding 0 block(s); stopping (search 724.0us)
[12:50:54.022] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:50:55.355] WARN  [f6_Tarath] [bot] no path to (1448,1656) avoiding 0 block(s); stopping (search 1111.4us)
[12:50:55.355] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:50:59.728] WARN  [f6_Tarath] [bot] no path to (1464,1656) avoiding 0 block(s); stopping (search 870.6us)
[12:50:59.728] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:51:01.078] WARN  [f6_Tarath] [bot] no path to (1464,1656) avoiding 0 block(s); stopping (search 1088.9us)
[12:51:01.078] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:51:02.427] WARN  [f6_Tarath] [bot] no path to (1464,1656) avoiding 0 block(s); stopping (search 614.3us)
[12:51:02.427] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:51:08.314] WARN  [f6_Tarath] [bot] no path to (1480,1624) avoiding 0 block(s); stopping (search 1106.2us)
[12:51:08.314] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:51:09.663] WARN  [f6_Tarath] [bot] no path to (1480,1624) avoiding 0 block(s); stopping (search 550.5us)
[12:51:09.663] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:51:11.010] WARN  [f6_Tarath] [bot] no path to (1480,1624) avoiding 0 block(s); stopping (search 777.2us)
[12:51:11.010] WARN  [f6_Tarath] [bot] start (1450,1617,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 905 item(s), 5 mobile(s))
[12:51:11.071] WARN  [f6_Tarath] [travel] route exhausted at (1450,1617,20); trying to reach (1448,1608,20) to get somewhere routable (escape 1/3)
[12:51:14.572] WARN  [f6_Tarath] [bot] no path to (1480,1608) avoiding 0 block(s); stopping (search 1125.8us)
[12:51:14.572] WARN  [f6_Tarath] [bot] start (1448,1608,20) exits: open=2 terrain=6 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 940 item(s), 7 mobile(s))
