[16:23:12.952] INFO  session 0: 127.0.0.1:2593 user='revolutionbot01' char=Itheth tag='Itheth'
[16:23:12.953] INFO  session 1: 127.0.0.1:2593 user='revolutionbot02' char=Rhalazar tag='Rhalazar'
[16:23:12.953] INFO  session 2: 127.0.0.1:2593 user='RevolutionFighter01' char=Rhalvar tag='Rhalvar'
[16:23:12.953] INFO  session 3: 127.0.0.1:2593 user='RevolutionFighter02' char=Zaror tag='Zaror'
[16:23:12.953] INFO  session 4: 127.0.0.1:2593 user='RevolutionFighter03' char=Loradan tag='Loradan'
[16:23:12.953] INFO  session 5: 127.0.0.1:2593 user='RevolutionFighter04' char=Dorthor tag='Dorthor'
[16:23:12.953] INFO  session 6: 127.0.0.1:2593 user='RevolutionFighter05' char=Aeryn tag='Aeryn'
[16:23:12.953] INFO  session 7: 127.0.0.1:2593 user='RevolutionFighter06' char=Dravazar tag='Dravazar'
[16:23:12.953] INFO  session 8: 127.0.0.1:2593 user='RevolutionFighter07' char=Galrin tag='Galrin'
[16:23:12.953] INFO  session 9: 127.0.0.1:2593 user='RevolutionFighter08' char=Ravan tag='Ravan'
[16:23:12.954] INFO  session 10: 127.0.0.1:2593 user='revolutionfisher01' char=Beleth tag='Beleth'
[16:23:12.954] INFO  session 11: 127.0.0.1:2593 user='revolutionmage02' char=Elvrin tag='Elvrin'
[16:23:12.954] INFO  session 12: 127.0.0.1:2593 user='revolutionmagegm01' char=Ardor tag='Ardor'
[16:23:12.954] INFO  session 13: 127.0.0.1:2593 user='revolutionmedic01' char=Voris tag='Voris'
[16:23:12.954] INFO  session 14: 127.0.0.1:2593 user='RevolutionSoak13' char=Calar tag='Calar'
[16:23:12.954] INFO  session 15: 127.0.0.1:2593 user='RevolutionSoak14' char=Malazar tag='Malazar'
[16:23:12.954] INFO  session 16: 127.0.0.1:2593 user='RevolutionSoak15' char=Baelos tag='Baelos'
[16:23:12.954] INFO  session 17: 127.0.0.1:2593 user='RevolutionSoak16' char=Vorath tag='Vorath'
[16:23:12.954] INFO  session 18: 127.0.0.1:2593 user='RevolutionSoak17' char=Galthor tag='Galthor'
